Gene,HLA 49:36,HLA 81:95,HLA 34:45,HLA 92:44,HLA 70:22,HLA 84:40,HLA 91:85,HLA 47:96,HLA 56:71,HLA 85:65,HLA 58:16,HLA 49:92,HLA 16:79,HLA 60:88,HLA 14:97,HLA 24:67,HLA 85:10,HLA 48:15,HLA 32:42,HLA 29:23,HLA 14:63,HLA 42:82,HLA 59:82,HLA 49:79,HLA 47:76,HLA 33:45,HLA 11:91,HLA 42:37,HLA 61:81,HLA 34:64,HLA 73:75,HLA 15:92,HLA 66:30,HLA 28:82,HLA 33:63,HLA 39:23,HLA 92:79,HLA 83:24,HLA 10:68,HLA 99:13,HLA 40:96,HLA 16:86,HLA 29:26,HLA 45:47,HLA 61:42,HLA 65:75,HLA 97:48,HLA 79:98,HLA 99:99,HLA 47:82,HLA 34:39,HLA 68:84,HLA 50:80,HLA 59:97,HLA 46:38,HLA 66:40,HLA 40:80,HLA 74:47,HLA 10:56,HLA 61:93,HLA 57:10,HLA 82:90,HLA 13:70,HLA 75:79,HLA 54:91,HLA 72:80,HLA 76:69,HLA 57:26,HLA 74:99,HLA 55:40,HLA 36:82,HLA 12:49,HLA 94:80,HLA 32:66,HLA 74:33,HLA 77:11,HLA 49:67,HLA 40:46,HLA 57:43,HLA 57:56,HLA 64:15,HLA 93:54,HLA 69:14,HLA 80:82,HLA 89:41,HLA 21:78,HLA 32:10,HLA 13:48,HLA 16:80,HLA 38:61
C4orf11,88,91,66,81,6,44,36,92,3,79,17,91,85,71,98,18,66,76,89,66,68,62,8,48,11,94,94,6,31,83,75,98,69,37,76,78,71,30,9,66,24,94,40,97,59,20,20,83,39,5,94,65,58,79,15,69,5,93,31,64,29,68,67,82,72,57,43,56,70,58,59,84,40,15,71,72,9,28,41,41,12,40,76,95,47,62,8,89,28,84
C4orf17,6,70,48,66,78,40,98,4,95,13,56,50,42,49,6,63,59,53,38,45,58,65,61,90,44,13,4,95,94,67,92,6,8,94,21,74,80,26,15,75,4,86,42,64,69,7,87,64,59,95,69,62,92,80,73,6,23,64,65,41,98,13,15,85,80,29,46,77,89,54,9,91,75,24,36,22,79,2,85,25,23,27,94,22,94,7,21,58,13,85
C4orf21,93,48,84,12,73,73,60,26,44,84,68,45,43,2,70,19,38,49,18,50,27,17,47,5,62,81,11,82,59,69,57,34,96,83,51,30,11,59,59,95,73,53,43,59,72,65,1,75,85,60,58,3,9,39,97,94,61,57,11,83,56,12,20,11,97,82,12,94,65,58,45,36,8,66,22,51,29,12,62,33,12,56,19,52,37,48,33,6,43,43
C4orf26,2,75,38,11,8,1,71,29,63,50,60,88,47,58,34,58,30,51,91,28,81,83,38,37,54,56,54,65,77,57,90,46,93,56,4,41,55,78,63,33,79,44,29,75,66,62,42,88,20,53,92,89,18,20,77,40,41,6,88,36,6,22,15,9,19,46,44,44,56,73,9,93,74,83,6,15,22,63,92,16,6,11,60,85,73,97,48,97,58,72
C4orf46,46,17,83,58,97,19,71,90,56,86,74,65,73,35,57,38,82,99,41,46,59,24,81,52,93,97,96,78,31,28,69,56,24,53,78,78,29,56,16,20,58,68,20,20,77,2,17,96,44,58,75,6,93,40,44,80,29,80,21,66,39,61,56,72,53,21,95,26,38,29,21,5,58,46,40,82,13,41,29,62,11,42,13,21,76,66,91,67,11,44
C4orf47,3,31,73,65,7,32,17,28,65,81,25,68,97,32,46,38,92,50,89,65,35,14,37,55,20,42,69,67,18,43,78,66,38,95,27,75,36,40,3,82,34,55,32,28,8,84,8,28,66,76,69,85,53,7,69,59,7,71,95,9,73,30,10,72,93,32,60,74,30,55,69,22,87,66,26,40,69,99,18,22,63,49,21,20,29,12,53,15,92,94
C4orf50,58,85,59,14,73,7,28,79,73,45,84,49,75,78,16,74,58,89,27,23,30,98,50,7,70,13,90,74,3,49,96,45,89,50,32,15,20,25,14,37,22,72,61,78,2,40,40,5,23,71,71,45,16,89,19,74,3,47,61,93,89,85,4,37,7,64,74,19,17,87,97,71,7,34,6,99,34,76,3,47,54,41,54,72,44,52,19,86,24,21
C4orf51,36,35,39,5,63,77,90,4,56,85,47,49,76,34,9,20,27,59,18,52,55,70,6,47,21,31,21,9,65,63,95,4,77,54,98,3,27,50,62,8,55,81,36,1,41,23,83,57,73,54,54,59,64,90,39,84,64,64,5,53,65,80,36,41,41,5,60,77,83,26,39,92,39,55,61,41,21,51,68,68,39,88,32,57,12,2,17,49,57,29
C4orf6,51,5,69,10,56,71,68,86,93,47,95,52,91,38,76,1,17,51,69,12,24,28,80,83,68,34,89,66,46,24,64,3,53,53,38,67,55,18,87,9,61,89,7,37,8,78,91,71,1,10,27,63,93,56,46,92,3,16,60,87,5,46,77,25,22,55,48,55,49,86,93,73,46,85,13,15,49,68,99,42,92,79,66,72,43,56,88,49,97,13
C5orf20,63,68,48,6,51,99,17,80,52,60,56,79,10,18,99,25,72,44,83,97,16,22,26,47,68,65,46,13,28,25,18,80,69,8,28,17,17,2,60,79,51,16,46,5,94,84,27,82,70,82,64,38,69,85,52,29,1,94,50,11,52,47,51,94,67,27,9,61,70,24,7,95,30,53,18,7,23,78,96,3,39,93,26,90,68,93,59,75,24,17
C5orf34,38,41,36,51,13,87,68,36,98,67,48,81,87,47,96,35,96,82,57,80,45,24,96,63,32,9,10,3,49,98,53,12,71,29,96,66,78,87,32,13,88,42,68,46,17,52,92,3,23,72,73,87,93,58,44,97,4,74,9,22,31,17,36,23,48,63,64,55,63,80,25,27,34,87,99,13,57,1,99,9,66,47,49,59,11,85,13,43,7,55
C5orf39,10,45,78,42,3,74,64,42,69,22,70,52,97,11,99,28,73,49,6,19,61,82,20,19,66,43,86,71,1,77,42,15,88,18,87,85,14,97,24,26,87,97,5,92,6,52,6,26,82,28,61,23,6,20,55,31,24,34,61,9,2,45,56,80,35,26,75,51,88,86,11,7,73,86,10,83,46,97,25,20,29,41,51,62,94,22,5,47,97,88
C5orf46,82,35,44,4,33,41,36,20,54,8,63,25,71,6,7,26,15,5,52,17,17,22,66,47,73,31,2,92,26,78,6,23,64,61,88,53,85,62,14,92,89,16,71,83,88,52,8,39,70,19,19,19,23,68,73,9,94,90,61,11,95,32,91,90,52,27,78,78,60,16,76,36,22,83,85,42,4,26,75,37,4,92,23,56,66,1,63,24,9,5
C5orf47,87,88,86,89,4,37,70,94,16,9,46,98,57,87,29,17,11,49,3,40,84,94,7,75,87,12,36,51,37,48,55,31,8,77,37,39,80,38,19,47,2,68,94,69,90,53,68,46,80,53,89,60,72,91,28,47,32,34,32,41,9,69,74,84,8,64,71,29,74,71,61,99,34,4,15,26,96,82,22,98,75,75,78,82,15,90,46,28,82,99
C5orf54,14,20,8,30,45,17,96,56,74,97,18,70,29,41,90,71,64,33,79,54,46,98,95,47,65,79,23,7,39,99,80,11,29,41,20,91,10,16,7,99,65,16,32,59,91,84,70,49,66,88,53,84,81,99,70,56,57,88,2,96,62,28,9,31,93,89,36,89,80,86,85,6,70,74,57,75,67,11,91,12,50,29,2,72,97,8,44,30,88,25
C5orf58,81,64,42,20,35,6,19,54,87,81,76,62,41,22,39,36,41,74,15,15,33,33,28,57,40,19,20,60,73,3,85,15,48,90,38,35,24,34,77,99,6,93,4,68,8,90,19,15,79,2,69,99,14,46,50,46,59,67,86,44,1,26,16,81,39,61,77,22,78,79,16,94,90,7,43,28,3,38,90,71,75,74,76,52,60,87,31,88,62,76
C5orf60,26,87,4,94,98,54,52,50,68,57,30,58,47,91,23,94,33,19,94,88,58,95,18,84,23,89,93,93,59,30,29,58,97,75,43,16,18,33,91,60,99,69,34,58,37,29,41,49,67,68,22,65,13,94,94,13,7,46,46,65,17,50,7,98,98,74,78,6,68,23,98,92,78,63,42,98,6,74,46,59,27,46,22,32,34,95,89,72,45,34
C6orf10,98,90,85,60,22,37,36,34,46,40,32,1,46,77,19,47,2,6,47,25,53,20,11,22,23,82,77,62,52,15,60,92,49,82,17,58,54,64,47,70,18,38,55,1,30,1,41,55,65,50,29,78,47,92,89,55,57,97,11,85,99,76,40,5,72,7,1,1,3,41,47,62,55,45,2,11,70,97,11,24,23,99,44,83,86,18,97,61,79,16
C6orf126,32,53,12,78,23,49,73,91,60,78,46,45,28,71,83,39,96,86,85,79,49,16,57,46,15,76,16,43,18,38,94,33,24,72,75,81,75,25,73,70,71,78,5,64,75,55,77,97,14,40,77,38,73,68,37,57,19,28,69,59,33,44,4,17,4,51,45,46,69,20,50,11,83,93,75,96,70,3,14,44,1,3,71,31,74,48,15,91,52,64
C6orf127,84,18,36,11,42,12,7,32,28,70,97,80,98,31,18,82,42,65,67,8,39,54,28,80,21,11,70,33,59,96,17,57,41,93,48,19,31,77,42,93,44,47,99,3,92,92,49,24,61,56,13,75,67,77,46,32,73,3,34,15,96,90,20,81,73,88,17,74,82,13,72,65,70,85,54,6,38,66,4,86,23,7,19,77,43,66,86,41,12,91
C6orf147,71,37,97,28,84,3,15,17,76,39,50,43,39,84,78,67,38,45,92,61,93,61,71,48,45,17,50,97,11,75,94,92,59,83,83,18,38,81,62,37,19,86,61,53,78,89,62,59,74,63,47,45,66,55,12,54,19,44,81,33,60,71,63,47,97,67,48,8,62,46,13,5,16,74,88,30,22,58,94,24,14,28,84,52,35,30,88,34,99,66
C6orf15,37,31,1,24,80,13,33,72,11,50,59,16,43,11,93,1,15,4,7,93,95,23,22,89,70,82,51,97,36,77,11,56,16,7,28,36,25,40,71,26,81,86,33,39,98,9,22,50,6,73,71,38,62,39,5,58,76,13,84,86,49,36,4,98,83,22,58,9,16,13,99,46,28,46,96,51,11,77,44,42,10,19,68,62,91,84,43,50,4,26
C6orf150,72,92,77,18,4,48,57,95,79,82,18,69,75,87,52,87,37,35,9,63,57,84,29,30,93,68,87,80,31,98,7,62,97,51,41,88,87,35,74,18,73,50,43,2,17,58,72,36,7,20,67,77,54,59,19,62,7,53,96,87,41,88,97,49,94,64,35,88,81,47,61,81,8,75,73,10,4,75,21,33,87,45,56,36,51,11,83,41,77,70
C6orf154,95,83,96,92,40,17,94,62,59,65,89,35,24,40,13,23,61,48,20,1,23,28,12,78,53,78,10,66,7,55,62,24,16,96,35,69,29,50,91,11,75,27,71,25,20,20,88,53,89,75,49,75,2,95,86,69,85,56,13,45,70,87,21,63,5,83,94,82,85,75,57,46,30,25,93,74,69,6,3,92,26,43,89,7,42,14,4,44,59,64
C6orf163,19,9,74,46,2,12,71,98,61,4,52,13,20,8,12,61,83,75,62,72,39,39,23,11,10,82,68,1,86,26,9,96,96,6,19,99,70,9,6,20,75,50,60,11,12,78,65,94,41,97,28,38,80,24,90,49,16,40,47,93,22,71,50,50,80,6,37,59,16,1,1,30,50,28,92,60,20,44,94,31,14,78,52,59,24,41,11,20,40,92
C6orf164,62,94,72,12,47,40,10,99,31,16,25,76,87,71,39,73,22,19,18,75,5,89,28,32,53,24,78,14,18,10,77,15,60,12,51,9,91,82,54,7,47,86,16,69,37,87,6,51,49,78,83,12,15,58,67,85,70,11,99,31,90,85,65,82,4,15,2,86,80,88,39,63,33,55,29,54,69,48,31,63,9,17,84,76,90,40,45,36,44,65
C6orf167,25,95,82,33,80,47,98,19,94,50,32,81,44,75,85,88,46,97,33,94,53,94,81,91,55,25,15,62,45,96,69,96,66,71,82,36,81,93,72,70,47,79,75,90,28,72,26,45,61,22,56,62,5,80,43,94,40,32,72,83,5,38,85,6,75,26,79,91,70,35,49,48,75,35,63,98,20,75,69,20,80,39,75,34,66,21,77,4,75,67
C6orf170,78,71,6,13,12,13,10,16,14,14,53,65,58,65,97,99,38,9,27,99,74,13,36,14,67,26,8,24,41,77,98,2,81,81,18,72,10,77,84,93,6,76,14,62,6,83,94,12,92,10,69,91,67,39,69,14,91,23,27,78,72,22,42,52,40,36,33,45,61,52,44,33,12,2,51,9,86,60,60,25,24,46,42,19,15,40,88,14,69,60
C6orf182,43,72,33,80,82,39,2,16,64,76,71,23,55,88,25,41,99,11,26,54,11,59,84,87,66,32,8,91,38,19,35,25,3,91,69,89,96,74,41,38,46,35,41,21,33,32,45,81,20,11,46,57,21,57,56,32,37,70,48,81,39,63,11,18,1,36,63,15,5,37,71,23,89,98,97,62,59,32,65,64,84,65,38,72,36,6,21,31,81,14
C6orf195,96,45,22,85,13,60,30,32,82,89,4,33,50,51,14,16,7,35,36,36,60,48,85,29,38,25,93,84,42,47,80,7,45,40,84,68,10,30,49,32,79,19,92,92,94,57,11,48,64,57,6,64,7,39,87,27,91,67,1,49,80,37,47,61,25,5,11,1,30,15,80,83,6,52,9,58,36,19,43,18,87,35,52,53,41,93,96,90,38,56
C6orf218,12,41,24,81,33,86,87,66,56,61,51,86,16,91,36,9,93,67,52,6,79,63,37,42,63,81,39,58,85,11,38,87,71,11,57,18,30,50,71,56,41,73,87,22,22,36,76,29,24,73,32,56,71,65,45,16,49,93,37,17,67,50,51,75,6,99,63,25,62,5,57,95,95,9,37,42,81,31,46,45,38,86,47,26,68,96,81,94,39,80
C6orf221,4,8,30,38,52,4,41,77,91,87,83,51,37,38,80,24,77,47,20,44,22,93,45,54,64,61,42,64,45,57,83,73,66,28,98,86,5,54,33,12,5,37,27,95,70,34,6,43,68,44,50,51,89,14,97,59,60,3,20,47,88,43,30,29,26,31,66,88,31,81,3,81,2,57,26,99,24,67,89,5,76,10,93,28,35,88,39,36,38,95
C6orf222,66,23,90,72,72,70,62,34,65,72,5,92,27,63,80,67,25,44,82,65,2,60,16,72,80,47,57,71,74,79,62,6,6,50,74,32,67,85,11,61,33,15,16,73,74,60,8,87,70,1,60,62,75,22,94,98,83,13,15,91,13,89,18,67,71,73,9,53,59,34,58,98,99,18,44,6,82,87,85,46,53,60,58,11,93,54,75,12,47,92
C6orf223,67,84,93,27,97,66,37,67,86,13,3,7,17,49,84,77,95,63,38,31,91,42,36,19,98,42,42,46,90,92,45,31,95,11,45,83,7,33,83,76,2,40,55,83,92,26,15,81,92,55,63,61,23,74,95,43,27,21,38,57,10,7,47,94,25,47,61,63,54,30,38,89,70,16,76,71,71,32,27,34,36,32,46,17,76,6,37,67,8,39
C6orf227,92,92,16,79,20,42,77,78,54,95,9,60,69,56,48,55,61,5,34,21,97,60,48,58,25,85,90,10,32,12,79,71,94,27,90,45,62,36,89,85,24,88,77,42,21,70,67,9,78,51,54,96,89,1,73,83,99,27,37,79,27,77,72,28,92,22,58,68,21,46,75,24,73,44,88,53,65,65,16,82,46,63,42,69,37,64,27,67,30,38
C6orf26,66,95,80,49,19,98,83,59,93,76,17,63,42,80,40,78,38,21,80,20,55,81,76,30,83,24,42,65,57,75,24,27,80,48,89,98,78,16,92,11,65,17,68,57,71,71,59,81,44,87,28,2,11,70,47,82,35,76,21,34,88,67,40,82,79,37,44,87,42,73,41,10,22,24,95,3,88,97,95,50,23,78,17,78,54,51,48,13,59,82
C6orf41,10,95,38,61,34,22,44,89,63,99,37,52,92,11,75,17,27,81,16,87,70,60,30,59,52,10,25,89,94,12,71,32,62,82,62,58,9,56,88,59,61,15,42,20,50,34,75,58,80,27,73,93,51,49,67,84,98,51,78,95,64,67,29,69,72,38,31,76,84,95,29,72,14,24,62,4,38,99,22,34,19,63,47,71,25,36,38,80,3,96
C6orf52,58,19,14,33,37,21,1,92,45,42,43,15,4,52,33,40,79,14,74,69,23,77,30,21,52,25,96,33,39,38,84,71,12,66,62,28,37,40,44,17,11,11,55,4,39,44,12,50,81,43,62,68,57,92,98,60,44,89,91,28,39,96,83,62,98,96,53,32,85,49,76,40,42,48,1,27,33,79,60,27,59,49,50,10,28,65,5,57,98,58
C6orf81,38,31,26,25,70,97,11,57,81,65,48,71,14,4,43,61,79,94,85,23,53,17,69,70,90,74,39,30,21,67,85,88,28,31,11,64,38,87,29,66,67,92,39,50,20,22,83,44,90,25,70,14,41,69,69,97,91,98,64,10,14,54,41,4,78,36,67,42,58,28,37,37,88,87,67,74,95,20,14,78,24,45,96,60,99,83,46,41,49,41
C7orf13,92,3,59,22,95,32,56,62,34,24,17,94,88,88,79,88,81,98,21,99,37,88,21,88,88,58,4,26,3,45,71,7,35,73,94,76,98,89,49,79,12,62,93,87,19,9,59,66,90,51,21,29,28,44,95,82,4,64,14,46,86,51,38,44,3,49,83,16,39,43,25,7,23,66,47,94,50,46,3,82,30,64,71,35,63,50,17,26,87,38
C7orf33,82,44,21,62,16,68,16,89,12,36,44,28,73,77,54,98,29,49,61,71,79,6,71,83,12,37,71,44,96,44,14,19,12,51,90,87,6,46,86,4,69,14,29,14,55,49,45,62,46,50,65,55,3,44,62,93,19,14,81,22,95,30,72,78,8,2,24,91,57,53,88,55,83,58,45,40,26,88,18,88,69,35,12,21,64,71,90,40,81,55
C7orf4,3,3,7,91,40,76,60,17,45,69,49,63,77,53,30,5,67,19,14,84,58,56,37,18,79,32,26,48,47,97,10,6,33,34,85,86,35,39,52,8,12,31,39,55,88,21,98,72,7,2,93,91,1,75,20,8,35,96,50,39,96,53,62,30,76,88,84,83,55,8,81,59,30,9,31,9,71,44,62,52,32,3,3,50,95,63,61,57,21,45
C7orf52,51,50,98,62,84,28,26,43,39,77,5,10,19,53,21,87,53,98,67,7,84,97,76,95,62,81,91,34,62,30,3,75,95,58,63,21,9,32,13,91,27,73,65,80,93,6,21,85,4,59,53,39,75,25,43,37,8,85,46,70,34,43,54,76,98,72,34,76,70,90,68,8,72,88,77,78,47,33,37,67,81,45,35,84,35,84,45,89,95,26
C7orf53,32,46,50,20,96,65,38,32,29,68,32,7,27,8,50,71,46,30,29,51,86,62,34,39,31,25,28,80,37,40,5,27,11,30,68,66,58,54,89,32,61,74,21,78,18,85,72,18,72,40,92,89,74,56,20,87,39,26,83,5,14,26,25,76,42,17,87,45,85,73,52,70,5,18,48,16,69,22,66,31,37,34,86,86,3,7,15,86,64,68
C7orf54,80,77,47,74,95,27,82,20,98,86,12,89,69,57,74,52,29,15,33,9,65,12,83,60,99,87,84,81,26,13,62,55,76,23,6,10,25,84,74,35,33,28,63,63,30,26,77,73,65,50,15,51,56,51,46,71,86,60,42,45,63,46,67,97,57,86,19,33,98,55,95,40,79,13,93,2,90,6,29,88,17,88,11,60,98,95,38,96,17,27
C7orf57,49,11,82,96,59,35,22,44,61,12,96,39,38,11,23,33,82,96,72,26,55,85,71,75,73,15,50,26,88,68,57,17,17,42,7,89,13,17,6,89,33,71,80,2,70,59,11,33,84,29,46,65,66,17,43,57,12,28,15,80,83,45,11,42,25,94,14,17,9,93,97,41,30,75,73,30,97,4,24,74,77,41,75,31,20,25,79,60,67,79
C7orf61,71,19,93,11,88,77,20,47,60,17,81,99,10,60,94,4,48,34,1,50,9,60,97,8,8,20,93,71,3,68,28,15,95,67,94,2,65,6,12,14,66,64,10,31,3,70,49,80,60,9,91,12,79,60,42,25,53,26,99,8,89,1,77,63,70,20,24,3,54,83,21,2,55,3,82,93,99,14,42,26,22,6,89,94,88,43,6,29,79,30
C7orf65,88,19,4,9,27,19,80,39,71,63,56,47,93,87,75,60,9,71,97,93,43,32,74,7,5,53,78,43,69,31,34,52,29,99,32,27,74,57,67,70,65,97,44,19,15,89,67,69,87,43,32,59,67,51,27,15,80,25,11,18,33,21,15,85,45,19,14,25,22,60,64,5,93,96,79,24,29,24,52,92,91,10,75,64,33,62,21,75,50,93
C7orf68,65,9,18,65,85,96,60,25,55,64,1,4,15,34,27,28,8,39,79,49,28,11,82,45,12,88,35,6,10,37,26,91,71,97,4,68,71,23,35,72,43,29,9,36,69,87,44,92,7,20,97,77,42,13,17,29,8,27,19,43,53,17,76,16,72,5,40,21,1,49,8,28,3,19,45,29,75,79,18,98,88,22,86,93,38,76,37,43,38,72
C7orf69,69,73,95,17,1,88,26,92,39,34,89,30,52,21,68,76,20,12,23,99,5,86,54,85,87,33,26,20,25,79,6,99,80,8,67,82,99,13,15,37,39,42,18,81,24,82,82,99,59,70,55,42,52,17,40,23,12,27,27,28,91,83,23,15,72,2,76,40,14,99,50,17,54,44,47,17,37,44,80,11,99,31,90,99,71,71,33,43,91,69
C7orf71,42,50,63,46,48,43,36,88,88,77,33,8,44,54,7,53,60,56,68,29,54,16,81,36,4,49,17,74,68,88,70,4,9,22,72,70,6,27,74,45,20,89,81,69,34,96,78,38,60,77,95,4,91,91,56,15,40,49,16,70,67,26,23,49,72,35,78,54,92,31,85,55,50,60,85,10,67,44,47,53,92,76,14,46,31,79,54,63,96,48
C7orf72,14,7,10,13,42,5,13,41,97,56,70,72,31,36,45,52,98,91,84,51,70,19,63,72,63,80,76,30,51,71,31,25,71,2,13,9,93,52,80,31,15,85,66,67,90,15,77,61,65,26,60,88,65,82,89,35,97,19,61,2,99,42,75,49,53,77,94,15,92,81,54,75,99,11,31,51,70,19,31,41,7,96,42,80,51,24,39,4,58,53
C8orf31,2,12,29,19,80,7,53,34,64,70,53,9,28,35,32,53,16,45,97,83,40,38,72,73,37,94,34,35,15,52,16,37,67,56,68,95,11,32,30,27,37,73,79,53,79,54,48,90,73,93,26,23,96,83,39,82,72,84,5,81,43,55,23,48,92,79,15,76,22,15,1,5,55,22,97,22,94,4,68,85,59,13,12,71,47,27,49,26,18,41
C8orf38,51,6,71,95,98,95,8,89,26,50,12,4,48,10,50,66,30,98,84,36,14,15,59,73,17,82,5,64,30,56,2,68,88,89,79,32,68,10,74,55,99,62,47,67,42,29,19,53,95,25,61,76,21,23,14,38,55,18,51,66,46,81,2,48,93,19,88,95,84,65,92,32,50,83,15,70,71,4,74,32,60,21,16,33,17,6,61,90,94,91
C8orf39,77,90,90,62,48,64,89,98,82,88,14,78,71,22,98,31,82,96,44,12,94,66,93,55,20,45,38,27,81,56,57,42,23,28,55,4,50,71,56,20,35,18,16,83,72,20,84,40,6,97,97,23,43,24,78,30,62,70,39,49,42,4,84,26,61,52,95,11,91,17,73,64,9,18,37,77,44,82,13,52,15,59,85,57,59,81,53,65,73,9
C8orf44,56,57,2,50,8,23,5,39,33,43,52,59,98,52,10,41,93,27,43,90,79,79,24,48,2,52,7,69,96,43,85,63,60,95,51,74,82,89,82,45,6,74,74,46,31,22,40,54,47,2,18,30,28,11,32,14,19,38,76,58,23,16,81,57,42,62,90,13,75,30,61,58,92,18,3,30,79,30,49,36,66,80,60,9,95,91,75,32,96,9
C8orf45,92,32,3,50,91,4,17,59,16,83,70,13,64,43,85,92,91,51,83,47,15,74,46,3,65,74,48,86,55,57,51,24,9,5,95,78,37,56,6,6,9,3,81,89,7,12,75,96,93,4,79,92,36,95,60,24,8,9,64,85,61,98,5,15,55,81,23,17,41,79,95,32,52,61,42,99,86,73,70,53,89,14,12,38,74,81,62,54,98,84
C8orf51,16,91,46,38,21,62,15,52,57,42,84,44,55,3,4,35,20,40,38,46,37,23,78,83,30,36,65,77,17,52,38,92,25,55,53,64,38,78,54,93,55,81,21,6,39,61,94,84,91,97,69,51,56,1,46,83,9,47,40,91,1,7,78,14,30,2,42,18,14,12,46,24,2,77,50,53,40,42,45,85,85,23,79,43,51,98,6,7,82,8
C8orf71,63,84,63,31,49,96,90,41,54,35,37,9,63,70,39,27,34,42,85,87,33,12,72,69,77,58,28,12,42,78,8,84,35,24,34,44,88,77,32,59,35,36,85,28,27,32,60,6,26,7,71,59,97,16,60,78,1,86,48,40,84,36,98,19,64,32,28,44,78,50,56,67,25,78,1,5,9,41,13,66,16,33,78,19,27,6,45,16,69,68
C8orf73,79,39,21,81,17,69,31,58,80,50,26,87,49,76,46,85,95,2,28,79,50,9,98,30,22,18,76,98,40,18,50,33,55,57,58,75,58,32,95,81,74,42,43,1,79,74,25,69,43,11,87,97,23,49,14,67,3,24,45,64,3,86,33,48,2,20,53,37,96,72,21,54,45,23,70,87,59,29,65,45,20,42,67,14,8,75,28,41,97,54
C8orf74,3,11,30,74,47,50,72,15,12,8,3,4,39,59,30,87,57,95,49,2,83,21,99,88,72,97,30,3,9,10,42,20,12,3,78,26,61,85,28,53,61,51,68,53,96,9,85,47,72,45,40,3,19,87,56,82,47,12,68,71,86,76,47,31,83,25,50,87,29,23,88,36,47,79,92,9,25,40,96,77,59,71,59,9,59,14,54,3,18,59
C8orf75,34,50,48,49,77,77,10,43,38,35,21,28,14,23,55,13,38,2,20,87,73,50,55,94,80,59,59,99,53,83,83,75,79,41,21,8,12,41,98,60,35,58,2,35,80,16,20,50,75,1,89,62,43,75,4,48,19,83,68,25,20,73,91,75,91,99,99,97,68,31,55,82,70,71,57,22,54,18,56,20,44,64,11,60,19,14,56,79,22,84
C8orf77,35,5,87,38,46,39,48,68,90,42,65,4,46,39,38,62,52,90,86,3,51,12,48,51,99,31,35,33,60,91,51,19,27,4,10,61,39,91,45,86,12,43,9,77,77,85,14,15,80,24,27,66,78,25,70,42,69,48,88,92,63,76,75,13,23,69,16,21,19,97,75,98,80,96,19,26,44,78,27,49,83,76,68,86,53,82,76,91,41,61
C8ORFK29,53,57,68,51,38,34,40,79,29,46,99,89,83,92,2,6,71,54,50,98,51,88,58,70,78,59,9,35,11,82,96,27,44,91,52,38,25,9,78,53,68,99,76,80,89,15,15,16,73,7,47,37,23,32,75,16,53,7,27,61,24,23,12,33,48,45,84,4,76,80,23,70,75,60,71,73,85,47,83,59,12,39,51,11,57,3,16,73,56,32
C9orf100,20,41,14,57,48,13,78,91,67,34,51,49,40,58,43,30,22,58,58,5,94,45,60,67,84,79,2,50,86,6,76,54,35,72,5,91,78,68,99,13,67,38,79,30,74,23,93,30,24,51,35,59,25,62,96,42,62,72,15,29,24,34,80,8,96,16,55,75,21,72,46,55,96,43,26,26,3,45,22,3,96,51,64,37,49,83,28,93,24,31
C9orf109,39,56,59,79,87,16,7,34,27,85,73,70,17,46,26,70,96,47,31,10,73,71,73,10,46,54,35,32,38,30,98,44,31,11,33,69,78,30,62,57,40,12,93,27,91,30,86,67,45,72,30,37,28,15,87,59,86,85,65,63,59,69,48,41,67,37,88,78,68,67,58,52,23,99,85,20,15,91,41,93,6,87,34,55,81,76,21,40,52,64
C9orf110,67,36,87,94,94,29,35,7,42,90,32,62,71,97,15,75,65,74,79,77,67,98,62,3,2,25,99,17,61,13,6,71,27,65,65,26,60,19,75,6,1,39,27,70,66,72,12,61,23,88,11,74,31,16,59,90,20,89,95,70,30,89,81,13,97,57,41,26,89,56,98,73,43,21,40,91,13,14,18,43,13,17,63,95,88,62,77,17,60,57
C9orf116,21,34,21,24,3,77,24,25,45,95,29,89,28,26,50,55,15,60,65,10,86,52,11,26,7,56,93,54,49,36,38,5,51,97,33,42,69,2,29,21,52,75,44,80,35,94,36,50,85,11,82,29,66,61,53,32,27,93,16,20,10,87,37,83,23,26,68,65,17,32,97,93,4,68,95,44,19,86,60,7,67,71,51,29,87,76,84,97,69,27
C9orf117,12,69,21,1,54,5,63,61,89,12,44,43,52,26,2,52,48,49,53,83,42,33,76,63,67,37,65,20,26,26,80,63,33,3,65,1,79,59,95,11,76,32,36,25,10,5,93,30,41,7,18,35,31,70,3,93,53,64,93,29,53,27,87,43,12,73,55,29,15,28,97,27,89,82,32,1,72,69,47,60,72,74,17,25,13,14,43,80,4,61
C9orf139,12,13,21,19,24,53,56,95,57,54,96,60,73,31,28,45,23,32,2,18,5,87,79,96,22,96,95,59,63,52,75,62,91,21,27,23,6,36,78,59,26,20,58,35,2,73,37,88,8,52,49,45,77,42,62,90,82,91,82,65,36,59,74,52,97,2,71,79,40,83,56,44,33,44,6,54,43,43,31,84,19,73,80,19,34,76,87,49,69,54
C9orf140,74,18,70,31,69,64,81,47,29,93,32,86,30,26,78,10,53,48,30,11,79,25,96,36,26,40,70,29,34,72,54,46,22,33,72,66,80,60,50,18,72,50,58,84,90,13,38,18,99,93,31,90,82,39,54,69,58,46,12,32,60,6,15,65,86,22,65,28,71,50,3,43,16,29,20,32,17,58,37,84,48,50,37,4,26,84,77,64,80,59
